book_title,book_authors,book_format,book_isbn,book_pages,book_rating,book_rating_count
Vampire Kisses,Ellen Schreiber,Mass Market Paperback,978315743760,253 ,3.7,46793
Bone: The Complete Edition,Jeff Smith,Paperback,978315743761,1344 ,4.42,30731
Heir of Novron,Michael J. Sullivan,Paperback,978315743762,932 ,4.47,33452
The Ruby Circle,Richelle Mead,Hardcover,978315743763,348 ,4.23,36575
Brief Lives,Neil Gaiman|Jill Thompson|Vince Locke|Peter Straub,Hardcover,978315743764,256 ,4.54,44154
D'Aulaires' Book of Greek Myths,Ingri d'Aulaire|Edgar Parin d'Aulaire,Paperback,978315743765,192 ,4.4,15050
The Secret of the Old Clock,Carolyn Keene|Russell H. Tandy|Sara Paretsky,Hardcover,978315743766,210 ,3.98,54357
Notes from a Small Island,Bill Bryson,Paperback,978315743767,324 ,3.91,80677
Sugar Daddy,Lisa Kleypas,Hardcover,978315743768,371 ,4,35646
Chess Story,Stefan Zweig|Peter Gay|Joel Rotenberg,Paperback,978315743769,104 ,4.29,43243
Baltasar and Blimunda,José Saramago|Giovanni Pontiero,Paperback,978315743770,346 ,3.91,13288
A Hat Full of Sky,Terry Pratchett,Paperback,978315743771,352 ,4.3,54050
The Magic Faraway Tree,Enid Blyton,Paperback,978315743772,177 ,4.29,29719
Finding Sky,Joss Stirling,Paperback,978315743773,320 ,4.09,15544
Bad Things,R.K. Lilley,Kindle Edition,978315743774,367 ,4.31,29287
Number 13,M.G. Wells,Paperback,978315743775,192 ,4.13,174
Abandon,Meg Cabot,Hardcover,978315743776,304 ,3.7,34548
Caged,Shanna Ehrlich|Brittany Aldana,Kindle Edition,978315743777,554 ,3.72,278
Nicu II and Victoria's Incestuous Romance,Kenneth Jarrett Singleton,Paperback,978315743778,74 ,4.44,351
Hades,Alexandra Adornetto,Hardcover,978315743779,425 ,3.97,29947
Ocean Sea,Alessandro Baricco|Alastair McEwen,Paperback,978315743780,256 ,4.12,11769
Leap of Faith,Joshua Rem,Paperback,978315743781,268 ,4.25,251
Dash & Lily's Book of Dares,Rachel Cohn|David Levithan,Hardcover,978315743782,260 ,3.81,66431
Tommaso,Mimi Jean Pamfiloff,Paperback,978315743783,334 ,4.18,893
....Și la sfârșit a mai rămas coșmarul (...And Then The Nightmare Came At Last),Oliviu Craznic,Paperback,978315743784,384 ,4.46,184
The Leopard,Giuseppe Tomasi di Lampedusa|Archibald Colquhoun,Paperback,978315743785,319 ,3.99,17714
The Christmas Sweater,Glenn Beck,Hardcover,978315743786,284 ,3.79,13956
Wings of Fire: An Autobiography,A.P.J. Abdul Kalam|Arun Tiwari,Paperback,978315743787,196 ,4.22,30826
Hunting and Gathering,Anna Gavalda|Alison Anderson,Paperback,978315743788,488 ,4.1,14445
How Not to Murder Your Grumpy,Carol E. Wyer,Paperback,978315743789,106 ,3.97,87
Mossflower,Brian Jacques,Mass Market Paperback,978315743790,373 ,4.1,60653
Van Laven Chronicles: Throne of Novoxos,Tyler Chase,Kindle Edition,978315743791,437 ,4.36,308
Loving Frank,Nancy Horan,Hardcover,978315743792,384 ,3.75,82933
All Things Wise and Wonderful,James Herriot,Paperback,978315743793,448 ,4.39,23809
Child of the Prophecy,Juliet Marillier,Paperback,978315743794,596 ,4.11,18269
Deep World Fire,C.M. Meridian,ebook,978315743795,,4.31,39
The Member of the Wedding,Carson McCullers,Paperback,978315743796,163 ,3.81,13027
Sold,Patricia McCormick,Hardcover,978315743797,268 ,4.21,42932
My Family and Other Animals,Gerald Durrell,Paperback,978315743798,273 ,4.25,28554
"The End of Faith: Religion, Terror, and the Future of Reason",Sam Harris,Paperback,978315743799,348 ,3.93,29278
The Concrete Blonde,Michael Connelly,Paperback,978315743800,484 ,4.14,41839
Caressed by Ice,Nalini Singh,Mass Market Paperback,978315743801,352 ,4.32,29682
Find You in the Dark,A. Meredith Walters,Kindle Edition,978315743802,290 ,3.97,25958
Kitchen,Banana Yoshimoto|Megan Backus,Paperback,978315743803,152 ,3.84,36606
Struck By Lightning: The Carson Phillips Journal,Chris Colfer,Hardcover,978315743804,272 ,3.85,11674
Whispers,Lauren Klever,ebook,978315743805,,4.44,68
The Three Stigmata of Palmer Eldritch,Philip K. Dick,Paperback,978315743806,231 ,4.01,26338
Winter's Heart,Robert Jordan,Mass Market Paperback,978315743807,780 ,3.93,86039
Foundation and Empire,Isaac Asimov|Sönmez Güven,Hardcover,978315743808,256 ,4.21,128378
What Happened to Goodbye,Sarah Dessen,Hardcover,978315743809,416 ,3.97,76643
Democracy in America,Alexis de Tocqueville|Isaac Kramnick|Gerald Bevan,Paperback,978315743810,992 ,4.01,19937
Providence,Jamie McGuire,Paperback,978315743811,360 ,3.99,25955
Colorless Tsukuru Tazaki and His Years of Pilgrimage,Haruki Murakami|Philip Gabriel,Hardcover,978315743812,386 ,3.83,103602
Rising Storm,Erin Hunter,Paperback,978315743813,336 ,4.39,32983
The Demigod Diaries,Rick Riordan|Haley Riordan|Antonio Caparo|Steve James,Hardcover,978315743814,244 ,4.18,36695
His Majesty's Dragon,Naomi Novik,Mass Market Paperback,978315743815,353 ,4.06,62529
Mystery Man,Kristen Ashley,Kindle Edition,978315743816,494 ,4.24,61141
Life After Life,Kate Atkinson,Hardcover,978315743817,531 ,3.75,173061
Prep,Curtis Sittenfeld,Paperback,978315743818,420 ,3.37,56057
The Looking Glass Wars,Frank Beddor,Hardcover,978315743819,364 ,3.93,39843
A Job From Hell,Jayde Scott,ebook,978315743820,371 ,3.54,7928
The Faceless Ones,Derek Landy,Hardcover,978315743821,395 ,4.4,18987
The Invention of Wings,Sue Monk Kidd,Hardcover,978315743822,384 ,4.23,221096
Waterfall,Lisa Tawn Bergren,Paperback,978315743823,369 ,4.03,18500
Edenbrooke,Julianne Donaldson,Paperback,978315743824,264 ,4.34,33673
Savvy,Ingrid Law,Hardcover,978315743825,342 ,3.97,41919
The Night Angel Trilogy,Brent Weeks,Hardcover,978315743826,1392 ,4.42,21034
The Monk,Matthew Lewis,Paperback,978315743827,431 ,3.8,19303
Until I Find You,John Irving,Paperback,978315743828,820 ,3.62,23139
Succubus Dreams,Richelle Mead,Paperback,978315743829,296 ,4.14,24823
Covet,J.R. Ward,Mass Market Paperback,978315743830,474 ,3.9,43818
Daemon,Daniel Suarez,Hardcover,978315743831,432 ,4.17,34254
The Coldest Girl in Coldtown,Holly Black,Hardcover,978315743832,419 ,3.85,46383
Love Letters to the Dead,Ava Dellaira|Dạ Oanh,Hardcover,978315743833,336 ,3.81,53141
Shanghai Girls,Lisa See,Hardcover,978315743834,309 ,3.89,123551
Martin the Warrior,Brian Jacques,Mass Market Paperback,978315743835,376 ,4.13,37856
Shopaholic & Baby,Sophie Kinsella,Hardcover,978315743836,359 ,3.79,113254
Hard Bitten,Chloe Neill,Paperback,978315743837,350 ,4.16,33122
River Marked,Patricia Briggs,Paperback,978315743838,326 ,4.27,68010
Me and Earl and the Dying Girl,Jesse Andrews,Hardcover,978315743839,295 ,3.57,107652
Double Indemnity,James M. Cain,Paperback,978315743840,115 ,4.12,16663
Fallout,Ellen Hopkins,Hardcover,978315743841,665 ,4.28,28373
The Snow Child,Eowyn Ivey,Hardcover,978315743842,386 ,3.96,97696
Landline,Rainbow Rowell,Hardcover,978315743843,310 ,3.55,137195
On Liberty,John Stuart Mill,Paperback,978315743844,187 ,3.95,24286
The Haunted,Jessica Verday,Hardcover,978315743845,467 ,4.15,14224
The Sweet Gum Tree,Katherine Allred,Paperback,978315743846,314 ,4.29,26227
Three Weeks With My Brother,Nicholas Sparks|Micah Sparks,Paperback,978315743847,368 ,4.02,37154
In Defense of Food: An Eater's Manifesto,Michael Pollan,Hardcover,978315743848,205 ,4.07,92045
The Promise,Chaim Potok,Paperback,978315743849,368 ,4.14,11387
Freak the Mighty,Rodman Philbrick,Paperback,978315743850,169 ,4,39343
Nick & Norah's Infinite Playlist,Rachel Cohn|David Levithan,Hardcover,978315743851,183 ,3.72,75161
To a God Unknown,John Steinbeck|Robert DeMott,Paperback,978315743852,240 ,3.93,7811
The Blinding Knife,Brent Weeks,Hardcover,978315743853,671 ,4.45,55907
Daughter of the Blood,Anne Bishop,Mass Market Paperback,978315743854,412 ,4.12,30581
الحرافيش,Naguib Mahfouz,Paperback,978315743855,599 ,4.35,11431
Sookie Stackhouse 8 Volume Set,Charlaine Harris,Paperback,978315743856,2500 ,4.29,9127
The Crimson Crown,Cinda Williams Chima,Hardcover,978315743857,598 ,4.47,33210
Three Kingdoms: Classic Novel in Four Volumes,Luo Guanzhong|Moss Roberts,Paperback,978315743858,2339 ,4.41,3223
In the Time of the Butterflies,Julia Alvarez,Paperback,978315743859,324 ,4.13,47620
Through the Looking-Glass and What Alice Found There,Lewis Carroll|John Tenniel|Peter Glassman,Hardcover,978315743860,228 ,4.05,83063
The Tartar Steppe,Dino Buzzati|Stuart Hood,Paperback,978315743861,198 ,4.15,11113
The Great and Secret Show,Clive Barker,Paperback,978315743862,658 ,4.05,26932
The Yiddish Policemen's Union,Michael Chabon,Hardcover,978315743863,414 ,3.7,56082
Checkmate,Dorothy Dunnett|Vintage Books,Paperback,978315743864,581 ,4.71,2943
Lila: An Inquiry Into Morals,Robert M. Pirsig,Paperback,978315743865,480 ,3.76,5465
Calico Jack in your Garden,Karl Wiggins,Kindle Edition,978315743866,296 ,4.25,165
I Never Promised You a Rose Garden,Hannah  Green|Joanne Greenberg,Paperback,978315743867,288 ,3.86,26396
Gardens of the Moon,Steven Erikson,Mass Market Paperback,978315743868,666 ,3.87,72994
The Devouring,Simon Holt,Hardcover,978315743869,231 ,3.92,7412
To Have and Have Not,Ernest Hemingway,Hardcover,978315743870,176 ,3.56,21214
Mein Kampf,Adolf Hitler,Paperback,978315743871,384 ,3.14,27332
Wise Blood,Flannery O'Connor,Paperback,978315743872,256 ,3.87,22609
VALIS,Philip K. Dick,Paperback,978315743873,242 ,3.94,21010
The Autobiography of Malcolm X,Malcolm X|Alex Haley,Paperback,978315743874,466 ,4.3,153536
الإسلام بين الشرق والغرب,Alija Izetbegović|محمد يوسف عدس|عبد الوهاب المسيري,Paperback,978315743875,416 ,4.46,7579
Last Exit to Brooklyn,Hubert Selby Jr.|Gilbert Sorrentino,Paperback,978315743876,290 ,3.94,19418
Eve,Anna Carey,Hardcover,978315743877,336 ,3.69,40105
Grave Peril,Jim Butcher,Paperback,978315743878,378 ,4.18,117016
The Painted Veil,W. Somerset Maugham,Paperback,978315743879,246 ,3.92,30701
The Arrival,Shaun Tan,Hardcover,978315743880,132 ,4.32,40625
"Notes from Underground, White Nights, The Dream of a Ridiculous Man, and Selections from The House of the Dead",Fyodor Dostoyevsky|Andrew R. MacAndrew|Ben Marcus,Paperback,978315743881,233 ,4.17,70930
American Gods,Neil Gaiman,Kindle Edition,978315743882,635 ,4.11,618626
The Age of Reason,Jean-Paul Sartre,Paperback,978315743883,408 ,3.98,10492
L.A. Confidential,James Ellroy,Paperback,978315743884,496 ,4.2,26490
The Vile Village,Lemony Snicket|Brett Helquist,Hardcover,978315743885,272 ,3.94,106103
Eight Cousins,Louisa May Alcott,Paperback,978315743886,224 ,4.01,32790
Fragile Things: Short Fictions and Wonders,Neil Gaiman,Hardcover,978315743887,360 ,4.01,50403
Paddy Clarke Ha Ha Ha,Roddy Doyle,Mass Market Paperback,978315743888,307 ,3.75,18083
Wir Kinder vom Bahnhof Zoo,Christiane F.|Kai Hermann|Horst Rieck,Paperback,978315743889,367 ,4.18,22283
The Distance Between Us,Kasie West,Paperback,978315743890,320 ,3.94,53999
A Dangerous Path,Erin Hunter,Paperback,978315743891,313 ,4.43,31619
Touch the Dark,Karen Chance,Mass Market Paperback,978315743892,307 ,3.7,30462
Sh*t My Dad Says,Justin Halpern,Hardcover,978315743893,159 ,3.98,127030
Three Day Road,Joseph Boyden,Paperback,978315743894,384 ,4.31,18078
The Husband's Secret,Liane Moriarty,Hardcover,978315743895,396 ,3.93,423807
The People of Sparks,Jeanne DuPrau,Paperback,978315743896,338 ,3.66,46676
Terrier,Tamora Pierce,Hardcover,978315743897,584 ,4.16,54525
When Christ and His Saints Slept,Sharon Kay Penman,Paperback,978315743898,784 ,4.27,12363
A Woman of Substance,Barbara Taylor Bradford,Paperback,978315743899,928 ,4.17,35167
Iron Crowned,Richelle Mead,Paperback,978315743900,378 ,4.06,16733
Stalking Jack the Ripper,Kerri Maniscalco|James Patterson,Hardcover,978315743901,326 ,4.02,24794
Panic,Lauren Oliver,Hardcover,978315743902,408 ,3.56,46569
Soul of the Fire,Terry Goodkind,Mass Market Paperback,978315743903,788 ,3.87,54832
A Lesson Before Dying,Ernest J. Gaines,Paperback,978315743904,256 ,3.94,45359
The Lover's Dictionary,David Levithan,Hardcover,978315743905,211 ,3.89,41398
Shadows,Jennifer L. Armentrout,ebook,978315743906,179 ,4.16,30440
The Orange Girl,Jostein Gaarder|James Anderson,Paperback,978315743907,151 ,3.91,18523
Bite Club,Rachel Caine,Hardcover,978315743908,340 ,4.22,28273
Happy Halloween,Othen Donald Dale Cummings,Paperback,978315743909,30 ,4.77,52
Library of Souls,Ransom Riggs,Hardcover,978315743910,464 ,4.15,89569
The Dragon Heir,Cinda Williams Chima,Hardcover,978315743911,499 ,4.15,33131
Matterhorn,Karl Marlantes,Paperback,978315743912,663 ,4.24,31450
The Magician's Apprentice,Trudi Canavan,Hardcover,978315743913,593 ,3.94,20449
Novecento. Un monologo,Alessandro Baricco,Paperback,978315743914,64 ,4.19,14888
Captivated by You,Sylvia Day,Paperback,978315743915,356 ,4.08,78478
A Fraction of the Whole,Steve Toltz,Hardcover,978315743916,530 ,4.1,12435
Barely Breathing,Rebecca Donovan,ebook,978315743917,385 ,4.32,64517
The Girl With All the Gifts,M.R. Carey,Paperback,978315743918,461 ,3.94,151656
The Devil and Miss Prym,Paulo Coelho|Amanda Hopkinson|Nick Caistor,Hardcover,978315743919,205 ,3.6,53328
Naked,Raine Miller,Kindle Edition,978315743920,208 ,4.02,69143
The Likeness,Tana French|Tana French,Hardcover,978315743921,466 ,4.05,93525
Parable of the Sower,Octavia E. Butler,Paperback,978315743922,345 ,4.15,36754
Raven's Gate,Anthony Horowitz,Paperback,978315743923,270 ,3.9,21766
Stepbrother Dearest,Penelope Ward,Paperback,978315743924,230 ,4.13,46399
The Enchantress,Michael Scott,Hardcover,978315743925,513 ,4.24,35170
Touch of Frost,Jennifer Estep,Paperback,978315743926,350 ,3.95,27566
The Great Santini,Pat Conroy,Mass Market Paperback,978315743927,440 ,4.13,27078
Vanishing Acts,Jodi Picoult,Paperback,978315743928,426 ,3.69,86940
The Human Stain,Philip Roth,Paperback,978315743929,384 ,3.86,29033
Thr3e,Ted Dekker,Paperback,978315743930,423 ,4.08,28848
Breathe,Abbi Glines,Kindle Edition,978315743931,164 ,3.87,75793
The Luxe,Anna Godbersen,Hardcover,978315743932,433 ,3.63,64065
Thorn Queen,Richelle Mead,Mass Market Paperback,978315743933,480 ,4.12,19622
Princess of the Midnight Ball,Jessica Day George,Hardcover,978315743934,280 ,3.92,29968
Theft of Swords,Michael J. Sullivan,Paperback,978315743935,649 ,4.22,43374
Dreams Made Flesh,Anne Bishop,Mass Market Paperback,978315743936,439 ,4.32,14671
Disney after Dark,Ridley Pearson|David Frankland,Hardcover,978315743937,326 ,3.91,22847
Best Served Cold,Joe Abercrombie,Hardcover,978315743938,534 ,4.18,49594
Death and the Dervish,Meša Selimović|Bogdan Rakić|Stephen M. Dickey,Paperback,978315743939,473 ,4.54,5889
Nine Princes in Amber,Roger Zelazny,Mass Market Paperback,978315743940,175 ,4.1,44046
Origins,Angelo Tsanatelis,ebook,978315743941,,3.89,53
The God Complex,Chris Titus,Paperback,978315743942,278 ,3.51,224
Curse of The Salute,Anastacia Moore,ebook,978315743943,171 ,4.41,37
"We Got Zombies On The Lawn Again, Ma (Ax Handel's Special Zombie Notebooks Book 1)",Donnie  Smith,Kindle Edition,978315743944,209 ,3.37,83
Orthodoxy,G.K. Chesterton|John Franklyn-Robbins,Paperback,978315743945,159 ,4.17,25772
The Beech Tree,Don  Phelan,ebook,978315743946,,4.12,100
Critique of Pure Reason,Immanuel Kant|Paul Guyer|Allen W. Wood,Paperback,978315743947,796 ,3.93,24192
The Manson File: Myth and Reality of an Outlaw Shaman,Nikolas Schreck|Charles Manson|Zeena Schreck,Paperback,978315743948,991 ,4.21,303
How to Not Be an Idiot When You Get Divorced,Jaeson D. Rau,Paperback,978315743949,50 ,4.21,225
The Gamble,Kristen Ashley,Kindle Edition,978315743950,629 ,4.28,49891
Seize the Night,Sherrilyn Kenyon,Paperback,978315743951,339 ,4.36,41495
The Man Who Mistook His Wife for a Hat and Other Clinical Tales,Oliver Sacks,Paperback,978315743952,243 ,4.05,131941
The Rings of Saturn,W.G. Sebald|Michael Hulse,Mass Market Paperback,978315743953,296 ,4.27,8041
Goblinheart,Brett Axel|Terra Bidlespacher,Hardcover,978315743954,40 ,4.5,162
استمتع بحياتك,محمد عبد الرحمن العريفي,Hardcover,978315743955,480 ,4.19,12490
Emperor Mage,Tamora Pierce,Paperback,978315743956,358 ,4.31,50294
Alienated,Melissa Landers,Hardcover,978315743957,344 ,3.93,21289
Page,Tamora Pierce,,978315743958,290 ,4.23,39260
Forest Born,Shannon Hale,Hardcover,978315743959,389 ,4.02,22833
"God Bless You, Mr. Rosewater",Kurt Vonnegut,Paperback,978315743960,288 ,3.95,49414
On a Pale Horse,Piers Anthony,Mass Market Paperback,978315743961,325 ,4.13,32486
Why We Never Repeat Jokes?,Ramzy Sweis,Kindle Edition,978315743962,47 ,4.23,241
The Tender Bar,J.R. Moehringer,Paperback,978315743963,432 ,3.95,26799
Vanish,Sophie Jordan,Hardcover,978315743964,294 ,3.95,28910
Collide,Gail McHugh,Kindle Edition,978315743965,395 ,4.23,61071
Cruel Beauty,Rosamund Hodge,Hardcover,978315743966,352 ,3.73,58231
The Lost Prince,Julie Kagawa,Paperback,978315743967,377 ,4.04,24120
The Koalemos Initiative,P.H. Wilson,Paperback,978315743968,106 ,3.75,44
Origins,L.J. Smith|Kevin Williamson|Julie Plec,Paperback,978315743969,237 ,4.11,64533
The Book of Life,Deborah Harkness,Hardcover,978315743970,561 ,4.17,90797
The Rose Society,Marie Lu,Hardcover,978315743971,398 ,4.09,39134
A Court of Mist and Fury,Sarah J. Maas,Paperback,978315743972,626 ,4.69,196729
The Elfstones of Shannara,Terry Brooks,Audio Cassette,978315743973,564 ,3.97,59186
The Rootless,Angelo Tsanatelis,Nook,978315743974,0 ,4.31,32
Dragon Flight,Jessica Day George,Hardcover,978315743975,262 ,4.18,17598
Cancer Ward,Aleksandr Solzhenitsyn|Nicholas William Bethell|David Burg,Paperback,978315743976,576 ,4.19,11858
The Gathering,Kelley Armstrong,Hardcover,978315743977,359 ,4.03,54021
Numbers,Rachel Ward,Hardcover,978315743978,325 ,3.46,21177
Let's Pretend This Never Happened: A Mostly True Memoir,Jenny  Lawson,Hardcover,978315743979,318 ,3.9,142075
Ready Player One,Ernest Cline,Paperback,978315743980,374 ,4.29,644967
"Bleach, Volume 01",Tite Kubo,Paperback,978315743981,200 ,4.22,134582
Before They Are Hanged,Joe Abercrombie,Trade Paperback,978315743982,441 ,4.28,88331
The Feminine Mystique,Betty Friedan|Anna Quindlen,Paperback,978315743983,592 ,3.86,18300
The Deal,Elle Kennedy,Kindle Edition,978315743984,342 ,4.29,96018
Bluestar's Prophecy,Erin Hunter|Wayne McLoughlin,Hardcover,978315743985,516 ,4.56,11347
L'Assommoir (The Dram Shop),Émile Zola|Robin Buss,Paperback,978315743986,480 ,4.06,10381
Frenchman's Creek,Daphne du Maurier|Julie Myerson,Paperback,978315743987,260 ,3.93,10497
Fyodor Dostoyevsky's Crime and Punishment (Monarch Notes),John D. Simons|Monarch Notes,Paperback,978315743988,97 ,4.36,1404
Devil in Winter,Lisa Kleypas,Mass Market Paperback,978315743989,368 ,4.25,47589
Last Chance to See,Douglas Adams|Mark Carwardine,Paperback,978315743990,256 ,4.34,17280
The Last Sunset,Bob Atkinson,Paperback,978315743991,262 ,3.88,139
The Secret of Ella and Micha,Jessica Sorensen,Paperback,978315743992,313 ,4.01,67644
Goddess of Spring,P.C. Cast,Mass Market Paperback,978315743993,360 ,4.22,8397
Every Dead Thing,John Connolly,Paperback,978315743994,467 ,4.01,18586
Dragonsinger,Anne McCaffrey,Paperback,978315743995,288 ,4.27,37228
Those Who Save Us,Jenna Blum,Paperback,978315743996,479 ,4.13,84622
Wonderstruck,Brian Selznick,Hardcover,978315743997,640 ,4.17,48015
The Dragonriders of Pern,Anne McCaffrey,Hardcover,978315743998,864 ,4.22,24355
Succubus Shadows,Richelle Mead,Paperback,978315743999,281 ,4.18,21665
The Nicomachean Ethics,Aristotle|J.A.K. Thomson|Jonathan Barnes|Hugh Tredennick,Paperback,978315744000,329 ,3.92,27948
Betrayals,Lili St. Crow|Lilith Saintcrow,Paperback,978315744001,296 ,4.08,25778
Angel Fire,L.A. Weatherly,Paperback,978315744002,720 ,4.04,15879
Goddess,Josephine Angelini,Hardcover,978315744003,421 ,4.24,26019
The Year of Magical Thinking,Joan Didion,Paperback,978315744004,227 ,3.88,114019
